編號,公布日期,證券代號,證券名稱,處置起訖時間,處置原因,處置內容,收盤價,本益比
"303","113/07/03","5345","天揚","113/07/04~113/07/17","因連續3個營業日達本中心作業要點第四條第一項第一款","天揚精密科技股份有限公司股票(代號：5345)最近30個營業日內曾發布處置，又因連續3個營業日達本中心作業要點第四條第一項第一款經本中心公布注意交易資訊，爰自113年07月04日起10個營業日(113年07月04日至113年07月17日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行)改以人工管制之撮合終端機執行撮合作業(約每25分鐘撮合一次)，另依本中心業務規則第12條規定：各證券商於投資人每日委託買賣該有價證券，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。但違約專戶委託買賣該有價證券時，不在此限。","28.20","N/A"
"304","113/07/03","6661","威健生技","113/07/04~113/07/17","因連續3個營業日達本中心作業要點第四條第一項第一款","威健股份有限公司股票(代號：6661)因連續3個營業日達本中心作業要點第四條第一項第一款經本中心公布注意交易資訊，爰自113年07月04日起10個營業日(113年07月04日至113年07月17日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行)改以人工管制之撮合終端機執行撮合作業(約每5分鐘撮合一次)，各證券商於投資人每日委託買賣該有價證券數量單筆達10交易單位或多筆累積達30交易單位以上時，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。但違約專戶委託買賣該有價證券時，不在此限。","32.50","N/A"
"305","113/07/02","68691","雲豹能源一","113/07/03~113/07/18","轉(交)換公司債之標的證券經本中心或臺灣證券交易所發布處置","上市公司雲豹能源科技股份有限公司股票(代號：6869)最近30個營業日內曾發布處置，又因連續3個營業日經臺灣證券交易所公布注意交易資訊，依本中心「櫃檯買賣公布或通知注意交易資訊暨處置作業要點」第六條規定，爰自113年07月03日起12個營業日(113年07月03日至113年07月18日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行)對雲豹能源科技股份有限公司國內第一次有擔保轉換公司債（代號：68691）改以人工管制之撮合終端機執行撮合作業(約每20分鐘撮合一次)，各證券商於投資人每日委託買賣該有價證券，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。但違約專戶委託買賣該有價證券時，不在此限。","305.00","N/A"
"306","113/07/02","6895","宏碩系統","113/07/03~113/07/16","因連續3個營業日達本中心作業要點第四條第一項第一款","宏碩系統股份有限公司股票(代號：6895)最近30個營業日內曾發布處置，又因連續3個營業日達本中心作業要點第四條第一項第一款經本中心公布注意交易資訊，爰自113年07月03日起10個營業日(113年07月03日至113年07月16日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行)改以人工管制之撮合終端機執行撮合作業(約每20分鐘撮合一次)，各證券商於投資人每日委託買賣該有價證券，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。信用交易部分，則收足融資自備款或融券保證金。但信用交易了結及違約專戶委託買賣該有價證券時，不在此限。","254.50","114.64"
"307","113/07/02","8089","康全電訊","113/07/03~113/07/16","連續5個營業日","康全電訊股份有限公司股票(代號：8089)最近30個營業日內曾發布處置，又因連續5個營業日經本中心公布注意交易資訊，爰自113年07月03日起10個營業日(113年07月03日至113年07月16日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行)改以人工管制之撮合終端機執行撮合作業(約每20分鐘撮合一次)，各證券商於投資人每日委託買賣該有價證券，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。信用交易部分，則收足融資自備款或融券保證金。但信用交易了結及違約專戶委託買賣該有價證券時，不在此限。","123.00","N/A"
"308","113/07/01","4304","勝昱","113/07/02~113/07/15","因連續3個營業日達本中心作業要點第四條第一項第一款","勝昱科技股份有限公司股票(代號：4304)因連續3個營業日達本中心作業要點第四條第一項第一款經本中心公布注意交易資訊，爰自113年07月02日起10個營業日(113年07月02日至113年07月15日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行)改以人工管制之撮合終端機執行撮合作業(約每45分鐘撮合一次)，另依本中心業務規則第12條規定：各證券商於投資人每日委託買賣該有價證券，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。但違約專戶委託買賣該有價證券時，不在此限。","9.64","N/A"
"309","113/07/01","68691","雲豹能源一","113/07/02~113/07/15","因連續3個營業日達本中心作業要點第四條第一項第一款","雲豹能源科技股份有限公司國內第一次有擔保轉換公司債(代號：68691)最近30個營業日內曾發布處置，又因連續3個營業日達本中心作業要點第四條第一項第一款經本中心公布注意交易資訊，爰自113年07月02日起10個營業日(113年07月02日至113年07月15日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行)改以人工管制之撮合終端機執行撮合作業(約每20分鐘撮合一次)，各證券商於投資人每日委託買賣該有價證券，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。但違約專戶委託買賣該有價證券時，不在此限。","281.00","N/A"
"310","113/07/01","8440","綠電","113/07/02~113/07/15","因連續3個營業日達本中心作業要點第四條第一項第一款","綠電再生股份有限公司股票(代號：8440)因連續3個營業日達本中心作業要點第四條第一項第一款經本中心公布注意交易資訊，爰自113年07月02日起10個營業日(113年07月02日至113年07月15日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行)改以人工管制之撮合終端機執行撮合作業(約每5分鐘撮合一次)，各證券商於投資人每日委託買賣該有價證券數量單筆達10交易單位或多筆累積達30交易單位以上時，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。信用交易部分，則收足融資自備款或融券保證金。但信用交易了結及違約專戶委託買賣該有價證券時，不在此限。","54.50","69.87"
"311","113/06/28","3581","博磊","113/07/01~113/07/16","連續3個營業日及沖銷標準","博磊科技股份有限公司股票(代號：3581)因連續3個營業日達本中心作業要點第四條第一項第一款經本中心公布注意交易資訊，且最近3個營業日曾達本中心作業要點第四條第一項第十三款經本中心公布注意交易資訊，爰自113年07月01日起12個營業日(113年07月01日至113年07月16日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行)改以人工管制之撮合終端機執行撮合作業(約每5分鐘撮合一次)，各證券商於投資人每日委託買賣該有價證券數量單筆達10交易單位或多筆累積達30交易單位以上時，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。信用交易部分，則收足融資自備款或融券保證金。但信用交易了結及違約專戶委託買賣該有價證券時，不在此限。","44.50","148.33"
"312","113/06/28","5345","天揚","113/07/01~113/07/12","因連續3個營業日達本中心作業要點第四條第一項第一款","天揚精密科技股份有限公司股票(代號：5345)因連續3個營業日達本中心作業要點第四條第一項第一款經本中心公布注意交易資訊，爰自113年07月01日起10個營業日(113年07月01日至113年07月12日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行)改以人工管制之撮合終端機執行撮合作業(約每10分鐘撮合一次)，另依本中心業務規則第12條規定：各證券商於投資人每日委託買賣該有價證券，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。但違約專戶委託買賣該有價證券時，不在此限。","21.25","N/A"
"313","113/06/28","6144","得利影","113/07/01~113/07/12","最近10個營業日內有6個營業日","得利影視股份有限公司股票(代號：6144)因最近10個營業日內有6個營業日經本中心公布注意交易資訊，爰自113年07月01日起10個營業日(113年07月01日至113年07月12日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行)改以人工管制之撮合終端機執行撮合作業(約每5分鐘撮合一次)，各證券商於投資人每日委託買賣該有價證券數量單筆達10交易單位或多筆累積達30交易單位以上時，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。但違約專戶委託買賣該有價證券時，不在此限。","42.45","N/A"
